module,section_code,document_name,applicability,normalization_status,check_index,validation_check
"Модуль 1","1.3.4","Текст маркировки первичной и вторичной упаковок, этикеток, стикеров на казахском и русском языках","conditional_required","ready_for_code","1","Проект маркировки первичной, промежуточной (при наличии) и вторичной упаковок в формате “doc” и “pdf”"
"Модуль 1","1.3.4","Текст маркировки первичной и вторичной упаковок, этикеток, стикеров на казахском и русском языках","conditional_required","ready_for_code","2","Представляется в форматах «docx» и «pdf» 2.Представляются актуальные проекты, согласно последней процедуре внесения изменений"
"Модуль 1","1.3.5","Цветные макеты потребительских упаковок, этикеток, стикеров в электронном виде в формате jpeg (джипег) в масштабе 1:1","conditional_required","ready_for_code","1","Макет вторичной (потребительской) упаковки лекарственного препарата"
"Модуль 1","1.3.5","Цветные макеты потребительских упаковок, этикеток, стикеров в электронном виде в формате jpeg (джипег) в масштабе 1:1","conditional_required","ready_for_code","2","Макет первичной (внутренней) упаковки лекарственного препарата"
"Модуль 1","1.3.5","Цветные макеты потребительских упаковок, этикеток, стикеров в электронном виде в формате jpeg (джипег) в масштабе 1:1","conditional_required","ready_for_code","3","Макет промежуточной упаковки лекарственного препарата"
"Модуль 1","1.3.5","Цветные макеты потребительских упаковок, этикеток, стикеров в электронном виде в формате jpeg (джипег) в масштабе 1:1","conditional_required","ready_for_code","4","Макет этикетки лекарственного препарата"
"Модуль 1","1.3.5","Цветные макеты потребительских упаковок, этикеток, стикеров в электронном виде в формате jpeg (джипег) в масштабе 1:1","conditional_required","ready_for_code","5","Макет стикера лекарственного препарата"
"Модуль 1","1.3.5","Цветные макеты потребительских упаковок, этикеток, стикеров в электронном виде в формате jpeg (джипег) в масштабе 1:1","conditional_required","ready_for_code","6","Представляется в форматах «jpeg» и «pdf»"
"Модуль 1","1.3.6","Построчное (расположенное параллельно на одном листе) сравнение действующих ОХЛП и Инструкции ЛС оригинального (референтного) лекарственного препарата и проектов ОХЛП и Инструкции ЛС воспроизведенного, гибридного или биоаналогичного (биоподобного) лекарственного препарата с выделением и обоснованием всех отличий","conditional_required","ready_for_code","1","Сравнительная таблица действующих общей характеристики лекарственного препарата и инструкции лекарственного препарата (листок-вкладыш)"
"Модуль 1","1.3.6","Построчное (расположенное параллельно на одном листе) сравнение действующих ОХЛП и Инструкции ЛС оригинального (референтного) лекарственного препарата и проектов ОХЛП и Инструкции ЛС воспроизведенного, гибридного или биоаналогичного (биоподобного) лекарственного препарата с выделением и обоснованием всех отличий","conditional_required","ready_for_code","2","В случае, если лекарственный препарат является воспроизведенным, гибридным или биоаналогичным (биоподобный) При регистрации, перерегистрации, внесении изменений."
"Модуль 1","1.3.7","Ведомость изменений с указанием построчно расположенного сравнения вносимых изменений с утверждённой версией","always_required","ready_for_code","1","Документ с чётким указанием текущих и предлагаемых изменений в виде сравнительной таблицы."
"Модуль 1","1.3.7","Ведомость изменений с указанием построчно расположенного сравнения вносимых изменений с утверждённой версией","always_required","ready_for_code","2","При внесении изменений"
"Модуль 1","1.4","Информация об экспертах","always_required","ready_for_code","",""
"Модуль 1","1.4.1","Информация об эксперте по качеству","always_required","ready_for_code","1","Краткая информация об образовании, обучении и профессиональном опыте в виде резюме с подписью эксперта."
"Модуль 1","1.4.2","Информация об эксперте по доклиническим данным","conditional_required","needs_review","1","Краткая информация об образовании, обучении и профессиональном опыте в виде резюме с подписью эксперта."
"Модуль 1","1.4.3","Информация об эксперте по клиническим данным","conditional_required","ready_for_code","1","Краткая информация об образовании, обучении и профессиональном опыте в виде резюме с подписью эксперта."
"Модуль 1","1.5","Оценка потенциальной опасности для окружающей среды","always_required","ready_for_code","",""
"Модуль 1","1.5.1","Лекарственные препараты, содержащие или полученные из геномодифицированных организмов","needs_new_param","needs_param","1","Письмо ДРУ/производителя о том, что лекарственный препарат содержит/не содержат генетически модифицированные организмы или получены из них."
"Модуль 1","1.5.1","Лекарственные препараты, содержащие или полученные из геномодифицированных организмов","needs_new_param","needs_param","2","При наличии ГМО – сертификат от уполномоченного/компетентного органа страны-производителя Сертификат соответствия статье Европейской фармакопеи по губчатой энцефалопатии или СЕР или TSE/BSE выданный УО ветеринарного надзора страны происхождения сырья."
"Модуль 1","1.6","Информация относительно фармаконадзора заявителя в Республике Казахстан","always_required","ready_for_code","1","Письменное подтверждение держателем регистрационного удостоверения факта наличия уполномоченного лица, ответственного за фармаконадзор на территории Республики Казахстан"
"Модуль 1","1.6","Информация относительно фармаконадзора заявителя в Республике Казахстан","always_required","ready_for_code","2","Приказ о назначении ответственного лица за фармаконадзор на территории Республике Казахстан"
"Модуль 1","1.6","Информация относительно фармаконадзора заявителя в Республике Казахстан","always_required","ready_for_code","3","Резюме уполномоченного (контактного) лица за фармаконадзор на территории Республики Казахстан"
"Модуль 1","1.6.1","Мастер файл системы фармаконадзора держателя регистрационного удостоверения (представляется в случае, когда держатель регистрационного удостоверения впервые подает заявку на регистрацию лекарственного препарата) или краткая характеристика системы фармаконадзора держателя регистрационного удостоверения (при перерегистрации) включающая: доказательство того, что держатель регистрационного удостоверения имеет в своем распоряжении уполномоченное лицо за глобальный фармаконадзор; контактные данные уполномоченного лица за глобальный фармаконадзор; декларацию, подписанную держателем регистрационного удостоверения о том, что он имеет систему фармаконадзора для выполнения задач и обязанностей по пострегистрационному контролю безопасности лекарственных средств; ссылку на место (адрес), где хранится мастер-файл системы фармаконадзора","always_required","ready_for_code","1","Мастер-файл системы фармаконадзора держателя регистрационного удостоверения*"
"Модуль 1","1.6.1","Мастер файл системы фармаконадзора держателя регистрационного удостоверения (представляется в случае, когда держатель регистрационного удостоверения впервые подает заявку на регистрацию лекарственного препарата) или краткая характеристика системы фармаконадзора держателя регистрационного удостоверения (при перерегистрации) включающая: доказательство того, что держатель регистрационного удостоверения имеет в своем распоряжении уполномоченное лицо за глобальный фармаконадзор; контактные данные уполномоченного лица за глобальный фармаконадзор; декларацию, подписанную держателем регистрационного удостоверения о том, что он имеет систему фармаконадзора для выполнения задач и обязанностей по пострегистрационному контролю безопасности лекарственных средств; ссылку на место (адрес), где хранится мастер-файл системы фармаконадзора","always_required","ready_for_code","2","Краткая характеристика системы фармаконадзора держателя регистрационного удостоверения#, включающая в том числе: - декларацию, подписанную держателем регистрационного удостоверения о том, что он имеет систему фармаконадзора для выполнения задач и обязанностей по пострегистрационному контролю безопасности лекарственных средств, - ссылку на место (адрес), где хранится мастер-файл системы фармаконадзора - подтверждение того, что держатель регистрационного удостоверения имеет в своем распоряжении уполномоченное лицо за глобальный фармаконадзор; контактные данные уполномоченного лица за глобальный фармаконадзор,"
"Модуль 1","1.6.1","Мастер файл системы фармаконадзора держателя регистрационного удостоверения (представляется в случае, когда держатель регистрационного удостоверения впервые подает заявку на регистрацию лекарственного препарата) или краткая характеристика системы фармаконадзора держателя регистрационного удостоверения (при перерегистрации) включающая: доказательство того, что держатель регистрационного удостоверения имеет в своем распоряжении уполномоченное лицо за глобальный фармаконадзор; контактные данные уполномоченного лица за глобальный фармаконадзор; декларацию, подписанную держателем регистрационного удостоверения о том, что он имеет систему фармаконадзора для выполнения задач и обязанностей по пострегистрационному контролю безопасности лекарственных средств; ссылку на место (адрес), где хранится мастер-файл системы фармаконадзора","always_required","ready_for_code","3","1.Представляется при регистрации, перерегистрации, внесении изменений, в случае если затрагивает данный раздел."
"Модуль 1","1.6.1","Мастер файл системы фармаконадзора держателя регистрационного удостоверения (представляется в случае, когда держатель регистрационного удостоверения впервые подает заявку на регистрацию лекарственного препарата) или краткая характеристика системы фармаконадзора держателя регистрационного удостоверения (при перерегистрации) включающая: доказательство того, что держатель регистрационного удостоверения имеет в своем распоряжении уполномоченное лицо за глобальный фармаконадзор; контактные данные уполномоченного лица за глобальный фармаконадзор; декларацию, подписанную держателем регистрационного удостоверения о том, что он имеет систему фармаконадзора для выполнения задач и обязанностей по пострегистрационному контролю безопасности лекарственных средств; ссылку на место (адрес), где хранится мастер-файл системы фармаконадзора","always_required","ready_for_code","4","2.Мастер-файл системы фармаконадзора держателя регистрационного удостоверения в соответствии с надлежащей практикой фармаконадзора Евразийского экономического союза, представляется в случае, если когда держатель регистрационного удостоверения впервые подает заявку на регистрацию лекарственного препарата."
"Модуль 1","1.6.1","Мастер файл системы фармаконадзора держателя регистрационного удостоверения (представляется в случае, когда держатель регистрационного удостоверения впервые подает заявку на регистрацию лекарственного препарата) или краткая характеристика системы фармаконадзора держателя регистрационного удостоверения (при перерегистрации) включающая: доказательство того, что держатель регистрационного удостоверения имеет в своем распоряжении уполномоченное лицо за глобальный фармаконадзор; контактные данные уполномоченного лица за глобальный фармаконадзор; декларацию, подписанную держателем регистрационного удостоверения о том, что он имеет систему фармаконадзора для выполнения задач и обязанностей по пострегистрационному контролю безопасности лекарственных средств; ссылку на место (адрес), где хранится мастер-файл системы фармаконадзора","always_required","ready_for_code","5","Краткая характеристика системы фармаконадзора держателя регистрационного удостоверения представляется при регистрации (если ДРУ уже имеет зарегистрированные ЛС и предоставлял МФСФН ) перерегистрации, внесении изменений"
"Модуль 1","1.6.2","Периодически обновляемый отчет по безопасности (при перерегистрации)","conditional_required","ready_for_code","1","Периодически обновляемый отчет по безопасности (ПСУР) с данными за последние 5 лет с переводом резюмирующей части на русский язык"
"Модуль 1","1.6.2","Периодически обновляемый отчет по безопасности (при перерегистрации)","conditional_required","ready_for_code","2","При перерегистрации и при регистрации хорошо изученных лекарственных препаратах"
"Модуль 1","1.6.3","План управления рисками (для оригинального лекарственного препарата, биоаналогичного, биологического, биотехнологического, а также иммунологического лекарственного препарата)","conditional_required","ready_for_code","1","План управления рисками на лекарственный препарат"
"Модуль 1","1.6.3","План управления рисками (для оригинального лекарственного препарата, биоаналогичного, биологического, биотехнологического, а также иммунологического лекарственного препарата)","conditional_required","ready_for_code","2","Для оригинального лекарственного препарата, биоаналогичного, биологического, биотехнологического, а также иммунологического лекарственного препарата"
"Модуль 1","1.6.4","Документ, подтверждающий что держатель регистрационного удостоверения имеет уполномоченное (контактное) лицо за фармаконадзор на территории Республики Казахстан","always_required","ready_for_code","1","Письменное подтверждение держателем регистрационного удостоверения факта наличия уполномоченного лица, ответственного за фармаконадзор на территории Республики Казахстан"
"Модуль 1","1.6.4","Документ, подтверждающий что держатель регистрационного удостоверения имеет уполномоченное (контактное) лицо за фармаконадзор на территории Республики Казахстан","always_required","ready_for_code","2","Приказ о назначении ответственного лица за фармаконадзор на территории Республике Казахстан"
"Модуль 1","1.6.4","Документ, подтверждающий что держатель регистрационного удостоверения имеет уполномоченное (контактное) лицо за фармаконадзор на территории Республики Казахстан","always_required","ready_for_code","3","Резюме уполномоченного (контактного) лица за фармаконадзор на территории Республики Казахстан"
"Модуль 1","1.6.4","Документ, подтверждающий что держатель регистрационного удостоверения имеет уполномоченное (контактное) лицо за фармаконадзор на территории Республики Казахстан","always_required","ready_for_code","4","Данные должны соответствовать информации изложенной в МФСФ или, краткой характеристикой системы фармаконадзора"
"Модуль 2","2.1","Содержание модулей 2-5","always_required","ready_for_code","1","Содержание частей 2.3.4.5"
"Модуль 2","2.2","Введение в общий технический документ","always_required","ready_for_code","",""
"Модуль 2","2.3","Общий отчет по качеству","always_required","ready_for_code","",""
"Модуль 2","2.3.A","Дополнения","always_required","ready_for_code","1","Дополнения"
"Модуль 2","2.3.A","Дополнения","always_required","ready_for_code","2","Если применимо"
"Модуль 2","2.3.A.1","Технические средства и оборудование","always_required","ready_for_code","1","Технические средства и оборудование"
"Модуль 2","2.3.A.2","Оценка безопасности относительно посторонних микроорганизмов","always_required","ready_for_code","1","Оценка безопасности относительно посторонних микроорганизмов"
"Модуль 2","2.3.A.2","Оценка безопасности относительно посторонних микроорганизмов","always_required","ready_for_code","2","Если применимо"
"Модуль 2","2.3.A.3","Новые вспомогательные вещества","needs_new_param","needs_param","1","Новые вспомогательные вещества"
"Модуль 2","2.3.A.3","Новые вспомогательные вещества","needs_new_param","needs_param","2","Если применимо"
"Модуль 2","2.3.P","Лекарственный препарат","always_required","ready_for_code","1","Лекарственный препарат"
"Модуль 2","2.3.P.1","Описание и состав лекарственного препарата","always_required","ready_for_code","1","Описание и состав лекарственного препарата"
"Модуль 2","2.3.P.1","Описание и состав лекарственного препарата","always_required","ready_for_code","2","Описание и состав лекарственного препарата в соответствии с фарразработкой"
"Модуль 2","2.3.P.2","Фармацевтическая разработка","always_required","ready_for_code","1","Фармацевтическая разработка"
"Модуль 2","2.3.P.2","Фармацевтическая разработка","always_required","ready_for_code","2","сведения о разработке лекарственной формы"
"Модуль 2","2.3.P.2","Фармацевтическая разработка","always_required","ready_for_code","3","Раздел «Фармацевтическая разработка» должен содержать сведения о исследованиях по разработке, проведенных для установления того, что лекарственная форма, формуляция, процесс производства, система «контейнер — укупорка», микробиологические показатели и инструкции по использованию соответствуют цели, указанной в заявлении."
"Модуль 2","2.3.P.3","Производство","always_required","ready_for_code","1","Производство"
"Модуль 2","2.3.P.4","Контроль вспомогательных веществ","always_required","ready_for_code","1","Контроль вспомогательных веществ"
"Модуль 2","2.3.P.4","Контроль вспомогательных веществ","always_required","ready_for_code","2","Перечень вспомогательных веществ должен соответствовать фармразработке, любые различия должны быть обсуждены в разделе фармразработка"
"Модуль 2","2.3.P.5","Контроль лекарственного препарата","always_required","ready_for_code","1","Контроль лекарственного препарата"
"Модуль 2","2.3.P.6","Стандартные образцы или вещества","always_required","ready_for_code","1","Стандартные образцы или вещества"
"Модуль 2","2.3.P.6","Стандартные образцы или вещества","always_required","ready_for_code","2","описание стандартных материалов и образцов, используемые при контроле качества лекарственного препарата, если информация о них не указана в разделе, касающемся активной фармацевтической субстанции."
"Модуль 2","2.3.P.6","Стандартные образцы или вещества","always_required","ready_for_code","3","Сертификаты на СО В случае не фармакопейных СО – полные отчеты стандартизации СО с первичными данными и материалами."
"Модуль 2","2.3.P.7","Система упаковка (укупорка)","always_required","ready_for_code","1","В документе есть описание первичной (внутренней) упаковки и укупорочной системы."
"Модуль 2","2.3.P.7","Система упаковка (укупорка)","always_required","ready_for_code","2","Указаны материалы, из которых произведен каждый компонент первичной (внутренней) упаковки."
"Модуль 2","2.3.P.7","Система упаковка (укупорка)","always_required","ready_for_code","3","Представлены спецификации материалов первичной (внутренней) упаковки."
"Модуль 2","2.3.P.7","Система упаковка (укупорка)","always_required","ready_for_code","4","Спецификации включают описание и идентификацию материалов."
"Модуль 2","2.3.P.7","Система упаковка (укупорка)","always_required","ready_for_code","5","Если применяются нефармакопейные методы анализа, представлена информация о методах и валидации методик."
"Модуль 2","2.3.P.7","Система упаковка (укупорка)","always_required","ready_for_code","6","Если первичная упаковка является устройством введения, есть описание устройства, материалов контактирующих компонентов и спецификации этих материалов."
"Модуль 2","2.3.P.7","Система упаковка (укупорка)","always_required","ready_for_code","7","Если есть функциональные компоненты вторичной/промежуточной упаковки, устройства, комплектующие средства или МИ, представлена дополнительная информация о функциональных свойствах."
"Модуль 2","2.3.P.7","Система упаковка (укупорка)","always_required","ready_for_code","8","Если первичная упаковка является устройством, представлены спецификации устройства, функциональные испытания если применимо, критичные размеры, схемы/фото если применимо, функциональные и технологические особенности, а при необходимости аналитические методики для их оценки."
"Модуль 2","2.3.P.8","Стабильность","always_required","ready_for_code","1","Стабильность"
"Модуль 2","2.3.R","Региональная информация","always_required","ready_for_code","1","Копия действующего СЕР (при наличии)"
"Модуль 2","2.3.S","Активная фармацевтическая субстанция","conditional_required","ready_for_code","1","В случае наличия двух и более активных фармацевтических субстанций, отдельная документация предоставляется относительно каждой АФС."
"Модуль 2","2.3.S","Активная фармацевтическая субстанция","conditional_required","ready_for_code","2","Раздел части S модуля регистрационного досье должен представляться исключительно от производителя АФС."
"Модуль 2","2.3.S","Активная фармацевтическая субстанция","conditional_required","ready_for_code","3","В случае, если имеется несколько площадок производства АФС, данные представляются от каждого производителя."
"Модуль 2","2.3.S","Активная фармацевтическая субстанция","conditional_required","ready_for_code","4","Документы должны содержать информацию о принадлежности к компании/организации (фирменный бланк или др), нумерация страниц, номер страницы из общего числа страниц, колонтитулы (информация об обозначении документа, редакция или версия и др.)."
"Модуль 2","2.3.S.1","Общая информация","conditional_required","ready_for_code","1","2.3.S.1 Общая информация"
"Модуль 2","2.3.S.2","Производство","conditional_required","ready_for_code","1","2.3.S.2 Производство"
"Модуль 2","2.3.S.2","Производство","conditional_required","ready_for_code","2","Документ, с указанием всех производственных площадок, участвующих в процессе производства каждой АФС с указанием этапа производства."
"Модуль 2","2.3.S.2","Производство","conditional_required","ready_for_code","3","Для биологических лекарственных препаратов должны быть перечислены все площадки, осуществляющие хранение главного и рабочего банков клеток, и площадки, осуществляющие приготовление рабочего банка клеток."
"Модуль 2","2.3.S.2","Производство","conditional_required","ready_for_code","4","Информация включает: Наименование стадии произв.процесса* Активная фармсубстанция Наименование юрлица* Адрес места осуществления деятельности* Государство* Номер телефона* Электронная почта* Приложите схему, включающую последовательность и действия для различных производственных площадок, вовлеченных в процесс производства, включая выпускающий контроль"
"Модуль 2","2.3.S.3","Характеристика","conditional_required","ready_for_code","1","Характеристика"
"Модуль 2","2.3.S.4","Контроль активного вещества","conditional_required","ready_for_code","1","Контроль активного вещества"
"Модуль 2","2.3.S.5","Стандартные образцы или вещества","conditional_required","ready_for_code","1","Стандартные образцы или вещества"
"Модуль 2","2.3.S.5","Стандартные образцы или вещества","conditional_required","ready_for_code","2","описание стандартных образцов или материалов активной фармацевтической субстанции, паспорта качества/сертификаты качества на стандартные образцы"
"Модуль 2","2.3.S.5","Стандартные образцы или вещества","conditional_required","ready_for_code","3","Необходимо предоставить сведения о референтных стандартах или референтных материалах, используемых для испытания лекарственного вещества."
"Модуль 2","2.3.S.5","Стандартные образцы или вещества","conditional_required","ready_for_code","4","Сертификат на стандартные образцы, протоколы, ссылка на статью фармакопеи."
"Модуль 2","2.3.S.6","Система упаковка (укупорка)","conditional_required","ready_for_code","1","Система упаковка (укупорка)"
"Модуль 2","2.3.S.6","Система упаковка (укупорка)","conditional_required","ready_for_code","2","описание системы упаковки (укупорки) активной фармацевтической субстанции, спецификацию качества/сертификаты анализа на упаковочные материалы"
"Модуль 2","2.3.S.6","Система упаковка (укупорка)","conditional_required","ready_for_code","3","Необходимо предоставить описание систем(ы) «контейнер — укупорка», включая подлинность материалов конструкции каждого компонента первичной упаковки и спецификации на них."
"Модуль 2","2.3.S.6","Система упаковка (укупорка)","conditional_required","ready_for_code","4","Спецификации должны включать описание и идентификацию (а также критичные размеры с чертежами, если оправданно)."
"Модуль 2","2.3.S.6","Система упаковка (укупорка)","conditional_required","ready_for_code","5","Необходимо рассмотреть пригодность с точки зрения, к примеру, выбора материалов, защиты от влаги и света, совместимости материалов конструкции с лекарственным веществом, включая сорбцию контейнером или выделение веществ из него, и (или) безопасности материалов конструкции."
"Модуль 2","2.3.S.6","Система упаковка (укупорка)","conditional_required","ready_for_code","6","Сертификаты на первичный материал согласно фармакопеи"
"Модуль 2","2.3.S.7","Стабильность","conditional_required","ready_for_code","1","Стабильность"
"Модуль 2","2.4","Обзор доклинических данных","conditional_required","ready_for_code","1","Обзор доклинических данных"
"Модуль 2","2.4","Обзор доклинических данных","conditional_required","ready_for_code","2","Данные литературы (для воспроизведенных)"
"Модуль 2","2.5","Обзор клинических данных","conditional_required","ready_for_code","1","Обзор клинических данных"
"Модуль 2","2.5","Обзор клинических данных","conditional_required","ready_for_code","2","Данные литературы (для воспроизведенных)"
"Модуль 2","2.6","Резюме по доклиническим данным","conditional_required","needs_review","1","Если имеются собственные исследования (применимо для оригинальных ЛП)"
"Модуль 2","2.6.1","Резюме фармакологических данных в текстовом формате","conditional_required","needs_review","1","Предоставляется для оригинальных, биоаналогичных, растительных лекарственных препаратов, вакцин (сывороток)"
"Модуль 2","2.6.2","Резюме фармакологических данных в виде таблиц","conditional_required","needs_review","1","Предоставляется для оригинальных, биоаналогичных, растительных лекарственных препаратов, вакцин (сывороток)"
"Модуль 2","2.6.3","Резюме фармакокинетических данных в текстовом формате","conditional_required","ready_for_code","1","Предоставляется для оригинальных, биоаналогичных, лекарственных препаратов."
"Модуль 2","2.6.4","Резюме фармакокинетических данных в виде таблиц","conditional_required","ready_for_code","1","Предоставляется для оригинальных, биоаналогичных, лекарственных препаратов."
"Модуль 2","2.6.5","Резюме токсикологических данных в текстовом формате","conditional_required","needs_review","1","Предоставляется для оригинальных, биоаналогичных, гомеопатических, растительных лекарственных препаратов, вакцин (сывороток)"
"Модуль 2","2.6.6","Резюме токсикологических данных в виде таблиц","conditional_required","needs_review","1","Предоставляется для оригинальных, гибридных, биоаналогичных, гомеопатических, растительных лекарственных препаратов, вакцин (сывороток)"
"Модуль 2","2.7","Резюме клинических данных","conditional_required","ready_for_code","1","Если имеются собственные исследования (применимо для оригинальных ЛП)"
